122, 0, 41.496693, -86.322052, 239.26, 0.00, 1, 0.00, 1500, 1500, 1500, 147.50, 14428.75, 5.00, 14426.25
124, 0, 41.496693, -86.322052, 239.62, 0.00, 1, 0.00, 1500, 1500, 1500, 146.25, 14428.75, 7.50, 14425.00
125, 0, 41.496693, -86.322052, 239.61, 0.00, 1, 0.00, 1500, 1500, 1500, 160.00, 14428.75, 7.50, 14423.75
126, 0, 41.496693, -86.322052, 238.53, 0.00, 1, 0.00, 1500, 1500, 1500, 158.75, 14426.25, 7.50, 14426.25
127, 0, 41.496695, -86.322052, 238.13, 0.00, 1, 0.00, 1500, 1500, 1500, 147.50, 14427.50, 6.25, 14425.00
128, 0, 41.496695, -86.322052, 237.44, 0.00, 1, 0.00, 1500, 1500, 1500, 146.25, 14428.75, 6.25, 14423.75
129, 0, 41.496695, -86.322052, 240.29, 0.00, 1, 0.00, 1500, 1500, 1500, 146.25, 14426.25, 6.25, 14425.00
130, 0, 41.496695, -86.322052, 239.38, 0.00, 1, 0.00, 1500, 1500, 1500, 203.75, 14427.50, 6.25, 14422.50
131, 0, 41.496695, -86.322052, 238.47, 0.00, 1, 0.00, 1500, 1500, 1500, 145.00, 14426.25, 6.25, 14425.00
132, 0, 41.496695, -86.322052, 238.67, 0.00, 1, 0.00, 1500, 1500, 1500, 148.75, 14427.50, 7.50, 14426.25
133, 0, 41.496695, -86.322052, 238.08, 0.00, 1, 0.00, 1500, 1500, 1500, 146.25, 14433.75, 5.00, 14431.25
134, 0, 41.496695, -86.322052, 239.29, 0.00, 1, 0.00, 1500, 1500, 1500, 156.25, 14432.50, 7.50, 14430.00
135, 0, 41.496695, -86.322052, 239.49, 0.00, 1, 0.00, 1500, 1500, 1500, 187.50, 14408.75, 8.75, 14418.75
137, 0, 41.496695, -86.322052, 238.63, 0.00, 1, 0.00, 1500, 1500, 1500, 145.00, 14428.75, 7.50, 14425.00
138, 0, 41.496696, -86.322052, 241.61, 0.00, 1, 0.00, 1500, 1500, 1500, 147.50, 14427.50, 7.50, 14426.25
139, 0, 41.496696, -86.322052, 239.51, 0.00, 1, 0.00, 1500, 1500, 1500, 1585.00, 14428.75, 8030.00, 15197.50
140, 0, 41.496696, -86.322052, 239.06, 0.00, 1, 0.00, 1500, 1500, 1500, 250.00, 14426.25, 7.50, 14425.00
141, 0, 41.496696, -86.322052, 239.95, 0.00, 1, 0.00, 1500, 1500, 1500, 153.75, 14430.00, 6.25, 14426.25
142, 0, 41.496696, -86.322052, 238.70, 0.00, 1, 0.00, 1500, 1500, 1500, 147.50, 14430.00, 6.25, 14423.75
143, 0, 41.496695, -86.322052, 239.29, 0.00, 1, 0.00, 1500, 1500, 1500, 150.00, 14427.50, 7.50, 14427.50
144, 0, 41.496695, -86.322052, 238.47, 0.00, 1, 0.00, 1500, 1500, 1500, 146.25, 14426.25, 6.25, 14423.75
145, 0, 41.496695, -86.322052, 240.30, 0.00, 1, 0.00, 1500, 1500, 1500, 146.25, 14430.00, 7.50, 14427.50
146, 0, 41.496695, -86.322052, 239.26, 0.00, 1, 0.00, 1500, 1500, 1500, 161.25, 14432.50, 7.50, 14430.00
147, 0, 41.496695, -86.322052, 237.76, 0.00, 1, 0.00, 1500, 1500, 1500, 156.25, 14430.00, 6.25, 14427.50
148, 0, 41.496695, -86.322052, 238.70, 0.00, 1, 0.00, 1500, 1500, 1500, 165.00, 14427.50, 8.75, 14426.25
150, 0, 41.496695, -86.322052, 239.73, 0.00, 1, 0.00, 1500, 1500, 1500, 153.75, 14426.25, 7.50, 14421.25
151, 0, 41.496695, -86.322052, 240.36, 0.00, 1, 0.00, 1500, 1500, 1500, 165.00, 14430.00, 7.50, 14427.50
152, 0, 41.496695, -86.322044, 241.03, 0.00, 1, 0.00, 1500, 1500, 1500, 163.75, 14427.50, 7.50, 14425.00
153, 0, 41.496695, -86.322044, 237.14, 0.00, 1, 0.00, 1500, 1500, 1500, 150.00, 14428.75, 7.50, 14428.75
154, 0, 41.496695, -86.322044, 240.39, 0.00, 1, 0.00, 1500, 1500, 1500, 156.25, 14426.25, 7.50, 14426.25
155, 0, 41.496693, -86.322044, 238.60, 0.00, 1, 0.00, 1500, 1500, 1500, 152.50, 14428.75, 7.50, 14422.50
156, 0, 41.496693, -86.322044, 239.27, 0.00, 1, 0.00, 1500, 1500, 1500, 147.50, 14428.75, 7.50, 14426.25
157, 0, 41.496693, -86.322044, 237.29, 0.00, 1, 0.00, 1500, 1500, 1500, 145.00, 14431.25, 5.00, 14427.50
158, 0, 41.496693, -86.322044, 239.62, 0.00, 1, 0.00, 1500, 1500, 1500, 155.00, 14430.00, 7.50, 14425.00
159, 0, 41.496693, -86.322044, 236.10, 0.00, 1, 0.00, 1500, 1500, 1500, 161.25, 14431.25, 6.25, 14426.25
160, 0, 41.496693, -86.322044, 241.06, 0.00, 1, 0.00, 1500, 1500, 1500, 156.25, 14430.00, 7.50, 14427.50
161, 0, 41.496693, -86.322044, 240.05, 0.00, 1, 0.00, 1500, 1500, 1500, 158.75, 14430.00, 6.25, 14425.00
163, 0, 41.496693, -86.322044, 240.40, 0.00, 1, 0.00, 1500, 1500, 1500, 151.25, 14427.50, 6.25, 14415.00
164, 0, 41.496693, -86.322044, 239.06, 0.00, 1, 0.00, 1500, 1500, 1500, 147.50, 14426.25, 7.50, 14422.50
165, 0, 41.496691, -86.322044, 240.40, 0.00, 1, 0.00, 1500, 1500, 1500, 145.00, 14426.25, 7.50, 14427.50
166, 0, 41.496691, -86.322044, 238.73, 0.00, 1, 0.00, 1500, 1500, 1500, 152.50, 14431.25, 7.50, 14426.25
167, 0, 41.496691, -86.322044, 238.60, 0.00, 1, 0.00, 1500, 1500, 1500, 152.50, 14427.50, 6.25, 14422.50
168, 0, 41.496691, -86.322044, 239.49, 0.00, 1, 0.00, 1500, 1500, 1500, 147.50, 14428.75, 6.25, 14426.25
169, 0, 41.496691, -86.322044, 238.47, 0.00, 1, 0.00, 1500, 1500, 1500, 162.50, 14431.25, 6.25, 14428.75
170, 0, 41.496691, -86.322044, 238.27, 0.00, 1, 0.00, 1500, 1500, 1500, 160.00, 14430.00, 7.50, 14427.50
171, 0, 41.496691, -86.322044, 238.47, 0.00, 1, 0.00, 1500, 1500, 1500, 150.00, 14427.50, 8.75, 14425.00
172, 0, 41.496691, -86.322044, 235.93, 0.00, 1, 0.00, 1500, 1500, 1500, 142.50, 14428.75, 7.50, 14427.50
